CONCEPT				POLARITY		INTENSITY
guest				positive		0.766
guest_bedroom			positive		0.072
guest_dj			positive		0.926
guest_judge			negative		-0.03
guest_judges			negative		-0.03
guest_laundry			positive		0.859
guest_room			positive		0.948
guest_room_feature		positive		0.859
guest_service			positive		0.804
guest_starring_role		negative		-0.78
guest_verse			negative		-0.95
guest_worker			negative		-0.71
guest_worker_program		negative		-0.71
guesthouse			positive		0.879
guestroom			positive		0.948
guestworker			negative		-0.71
guestworker_program		negative		-0.71
guff				negative		-0.86
guffaw				positive		0.748
guggenheim_security		positive		0.711
gui_graphical_user_interface	positive		0.842
guidance			positive		0.822
guide				positive		0.049
guide_blind			negative		-0.07
guide_blind_person		negative		-0.04
guide_dog			negative		-0.08
guide_dogs			negative		-0.08
guide_rail			positive		0.129
guidebook			positive		0.049
guided_optimization		positive		0.08
guided_tour			positive		0.032
guided_walking_tour		positive		0.032
guideline			positive		0.894
guidepost			positive		0.885
guidethis			positive		0.049
guiding_principle		positive		0.047
guido_delle_colonne		negative		-0.73
guidry				negative		-0.86
guiglo_department		positive		0.849
guild				positive		0.863
guild_hall			positive		0.863
guild_socialism			positive		0.645
guildhall			positive		0.081
guildmaster			positive		0.863
guile				negative		-0.72
guileful			negative		-0.87
guileless			negative		-0.90
guillain_barr_syndrome		negative		-0.72
guillemont			negative		-0.66
guilliani			negative		-0.87
guillotine_choke_submission	positive		0.873
guillotine_gate			positive		0.076
guilt				negative		-0.84
guilt-ridden			positive		0.815
guilt_feeling			negative		-0.33
guilt_trip			negative		-0.33
guiltily			negative		-0.07
guiltiness			negative		-0.86
guiltless			positive		0.787
guilty				negative		-0.92
guilty_conscience		negative		-0.83
guilty_crime			negative		-0.99
guilty_person			negative		-0.88
guilty_pleasure			positive		0.093
guinea_fowl			positive		0.048
guinea_gold			negative		-0.64
guinness			positive		0.98
guisarme			positive		0.861
guise				negative		-0.74
guitar				positive		0.115
guitar_amp			positive		0.028
guitar_amplifier		negative		-0.72
guitar_chord			positive		0.836
guitar_lick			positive		0.836
guitar_player			positive		0.066
guitar_string			positive		0.943
guitar_vocal			positive		0.115
guitarfish			negative		-0.7
guitarist			positive		0.937
guitarist_alex_lifeson		negative		-0.43
guitarist_vocalist		positive		0.115
gularis				negative		-0.69
gulf				positive		0.943
gulf_coastal_plain		positive		0.079
gulf_intracoastal_waterway	positive		0.786
gulf_stream			positive		0.079
gulika				positive		0.75
gull				positive		0.032
gull_bst			positive		0.034
gull_larus			positive		0.751
gullet				negative		-0.80
gullibility			negative		-0.81
gullible			negative		-0.90
gully_erosion			positive		0.718
gulp				positive		0.087
gulp_down			negative		-0.91
gulped_down			positive		0.892
gulping				negative		-0.65
gulping_down			negative		-0.91
gum				positive		0.903
gum_acacia			positive		0.903
gum_disease			negative		-0.88
gum_diseases			negative		-0.88
gum_inflammation		negative		-0.88
gum_tissue			negative		-0.77
gumball_machine			negative		-0.06
gumbo_limbo_bursera_simaruba	positive		0.598
gumdrop				positive		0.061
gummerus			positive		0.816
gummi_bear			positive		0.052
gummosis			negative		-0.85
gummy				negative		-0.92
gummy_bear			positive		0.052
gummy_food			negative		-0.74
gummy_substance			positive		0.053
gumption			positive		0.761
gumshoe				negative		-0.82
gun				negative		-0.83
gun_barrel			negative		-0.81
gun_brig			negative		-0.08
gun_carriage			negative		-0.90
gun_control			positive		0.853
gun_crime			negative		-0.16
gun_homicide			negative		-0.16
gun_knife			negative		-0.86
gun_moll			positive		0.948
gun_opened_fire			positive		0.896
gun_runner			negative		-0.72
gun_shop			negative		-0.07
gun_store			negative		-0.11
gun_subject			negative		-0.91
gun_tid				positive		0.875
gun_violence			negative		-0.16
gunboat				negative		-0.07
gunboat_diplomacy		positive		0.089
gunboat_hm			negative		-0.08
guncotton			negative		-0.71
gundestrup_cauldron		positive		0.071
gunfight			negative		-0.07
gunfighter			negative		-0.78
gunfire				negative		-0.82
gung_ho				negative		-0.75
gunk				negative		-0.03
gunman_fired			negative		-0.06
gunna				positive		0.096
gunner				positive		0.951
gunner_fired			positive		0.896
gunny				positive		0.728
gunpowder			negative		-0.10
gunrunner			negative		-0.72
gunshot				negative		-0.08
gunshot_victim			negative		-0.73
gunshot_wound			negative		-0.64
gunwale				positive		0.943
guosim				negative		-0.08
gurk				negative		-0.74
gurl				positive		0.096
guru				positive		0.112
gush				positive		0.818
gushing				negative		-0.81
gushy				positive		0.764
gusset				positive		0.081
gussied_up			negative		-0.81
gust				positive		0.797
gust_front			negative		-0.14
gustatory_perception		negative		-0.68
gustatory_sensation		negative		-0.68
gusto				positive		0.291
gusty				negative		-0.90
gusty_wind			negative		-0.85
gut				positive		0.851
gut-busting			positive		0.807
gut_associated_lymphoid		positive		0.719
gut_hormone			positive		0.783
gut_string			positive		0.027
gutsy				positive		0.871
gutter				negative		-0.78
guttural			negative		-0.86
guy				positive		0.943
guy_gardner			positive		0.081
guy_macon			positive		0.678
guy_mariano			negative		-0.14
guy_savoy			positive		0.619
guyon_canal			negative		-0.25
guzzle				positive		0.767
guzzled				positive		0.77
guzzles				positive		0.766
guzzling			positive		0.768
gw_hatchet			negative		-0.71
gwaii_haanas_national		positive		0.086
gwennap				negative		-0.83
gwitchin			positive		0.054
gyalos				negative		-0.65
gyaltsen			negative		-0.78
gyldenkrantz			positive		0.799
gym				positive		0.026
gym_bag				positive		0.072
gym_equipment			positive		0.134
gym_locker			positive		0.943
gym_rat				positive		0.97
gym_sock			negative		-0.87
gym_suit			negative		-0.61
gymnadenia_conopsea		negative		-0.77
gymnasium			positive		0.087
gymnast				positive		0.854
gymnastic			positive		0.865
gymnastics			positive		0.865
gymnastics_club			positive		0.865
gymnastics_coach		positive		0.865
gymnastics_federation		positive		0.865
gymnastics_team			positive		0.865
gymnosperm			negative		-0.73
gymnosporangium			negative		-0.84
gyn_surgical			negative		-0.67
gynaecologist			positive		0.71
gynecologic_problem		negative		-0.74
gynecological_care		positive		0.088
gynecological_service		positive		0.088
gynecologist			negative		-0.88
gynoecium			negative		-0.05
gyoza				negative		-0.03
gypsy_girl			positive		0.079
gypsy_moth			negative		-0.04
gypsy_woman			positive		0.079
gyrate				positive		0.138
gyration			negative		-0.80
gyrgy_sebk			positive		0.557
gyrocompass			positive		0.851
gyroscope			positive		0.134
gyroscopic_effect		positive		0.044
gyroscopic_precession		positive		0.044
gyula_illys			positive		0.816
gyula_krdy			positive		0.816
gyveth				negative		-0.77
gzip				negative		-0.1
ha				positive		0.087
ha_ac				positive		0.122
ha_acre				positive		0.122
ha_been				positive		0.087
ha_changed_dramatically		positive		0.087
ha_sparked_fear			positive		0.959
haar_measure			negative		-0.80
haarlem_guild			positive		0.863
haart				negative		-0.84
haast_eagle			negative		-0.82
hab_ich				negative		-0.76
habanera			positive		0.707
habanero_pepper			positive		0.093
habano				negative		-0.04
habanos_sa			negative		-0.04
haberdasher			positive		0.863
haberdashery			positive		0.054
habere				positive		0.079
habet				positive		0.079
habiliment			negative		-0.67
habilis				positive		0.619
habit				negative		-0.81
habit-forming			negative		-0.82
habit_form			positive		0.788
habit_forming_substance		positive		0.905
habitability			positive		0.674
habitable			positive		0.921
habitable_environment		positive		0.037
habitable_zone			positive		0.037
habitableness			positive		0.674
habitant			positive		0.75
habitat				positive		0.063
habitat_conservation		positive		0.857
habitat_degradation		negative		-0.83
habitat_destruction		negative		-0.05
habitat_fragmentation		positive		0.88
habitat_loss			negative		-0.05
habitat_restoration		positive		0.857
habitat_type			negative		-0.74
habitation			positive		0.853
habitation_site			negative		-0.59
habitual			positive		0.091
habitual_criminal		positive		0.628
habitual_residence		positive		0.903
habitually			negative		-0.89
habituation			positive		0.751
habitus				positive		0.731
hachure				negative		-0.86
hack				negative		-0.86
hacker				negative		-0.14
hacking_cough			negative		-0.04
hacking_incident		negative		-0.19
hackle				negative		-0.30
hackney_carriage		positive		0.058
hackney_coach			negative		-0.85
hackneyed			negative		-0.82
hacksaw				positive		0.06
hacksaw_blade			positive		0.06
hadapan				positive		0.703
haddin				negative		-0.1
haddock				negative		-0.02
haddryad			negative		-0.02
hadrianus_junius		negative		-0.76
haec				positive		0.726
haeckel				positive		0.054
haematologist			positive		0.71
haematoma			negative		-0.61
haematoxylin			negative		-0.03
haemochromatosis		negative		-0.79
haemophilia			negative		-0.79
haemoptysis			positive		0.793
haemorrhagic_fever		negative		-0.76
haemulidae			negative		-0.7
haemulon			positive		0.887
hag				negative		-0.80
hagels				negative		-0.70
haggard				negative		-0.88
haggardly			negative		-0.88
haggle				negative		-0.86
haggle_over			negative		-0.75
haggler				negative		-0.86
haggling_over			negative		-0.75
hagiographer			negative		-0.79
hagiography			positive		0.786
haha				negative		-0.05
hahaha				negative		-0.05
hahahahaha			positive		0.096
haider_ackermann		positive		0.727
haikouichthys			negative		-0.80
hail				positive		0.773
hail_from			positive		0.706
hail_storm			negative		-0.85
hailstone			negative		-0.09
hailstorm			negative		-0.74
hainaut				negative		-0.75
hair				negative		-0.03
hair-splitting			positive		0.834
hair_accessory			positive		0.871
hair_become_short		negative		-0.05
hair_brush			negative		-0.03
hair_care_article		negative		-0.83
hair_clip			positive		0.896
hair_clipper			positive		0.867
hair_color			positive		0.027
hair_colored			positive		0.07
hair_colour			positive		0.027
hair_conditioner		positive		0.864
hair_dresser			positive		0.843
hair_drier			positive		0.943
hair_dryer			positive		0.943
hair_dye			positive		0.027
hair_gel			positive		0.943
hair_get_short			negative		-0.05
hair_long			positive		0.07
hair_loss			positive		0.027
hair_lotion			positive		0.046
hair_ornament			negative		-0.83
hair_pin			negative		-0.03
hair_ribbon			positive		0.104
hair_roller			positive		0.943
hair_salon			positive		0.078
hair_sculpt_gel			positive		0.026
hair_shape_gel			positive		0.943
hair_spray			positive		0.996
hair_straightener		positive		0.943
hair_style			positive		0.121
hair_stylist			positive		0.843
hair_texture			positive		0.027
hair_trigger_temper		negative		-0.86
hair_wash			negative		-0.08
hairball			negative		-0.02
hairbands			positive		0.052
hairbrush			negative		-0.03
hairbrushes			negative		-0.03
haircloth			positive		0.943
haircut				negative		-0.09
haircut_scissor			positive		0.943
hairdo				negative		-0.71
hairdresser			positive		0.843
hairdresser_chair		negative		-0.03
hairdressing_salon		positive		0.865
hairdryer			positive		0.859
haired				negative		-0.77
hairgrass			positive		0.711
hairless			negative		-0.68
hairlike			negative		-0.02
hairline_fracture		negative		-0.83
hairloss			negative		-0.82
hairpiece			negative		-0.84
hairpin				positive		0.943
hairpin_bend			positive		0.943
hairpin_curve			negative		-0.80
hairpin_loop			positive		0.943
hairpin_structure		positive		0.943
hairpin_turn			positive		0.943
hairsplitter			negative		-0.86
hairsplitting			positive		0.836
hairstyle			positive		0.121
hairstylist			positive		0.843
hairy				negative		-0.71
hairy_adaxially			negative		-0.69
hairy_animal			positive		0.147
hairy_leaf			negative		-0.67
hairy_stem			negative		-0.67
haitian_illegally		negative		-0.71
haitian_national		negative		-0.71
hajduk				positive		0.91
hajduk_kula			positive		0.91
hajduk_split			positive		0.91
hakapik				negative		-0.88
hakuho				positive		0.07
hal_sutton			negative		-0.75
halakah				negative		-0.16
halal				positive		0.905
halberd				positive		0.861
halberds			positive		0.861
halcyon				positive		0.924
hale				positive		0.844
haleness			positive		0.751
half				negative		-0.04
half-dark			negative		-0.78
half-grin			negative		-0.88
half-heartedly			positive		0.93
half-lidded			positive		0.846
half-lit			negative		-0.78
half-sitting			positive		0.76
half-size			negative		-0.82
half-sized			negative		-0.83
half_asleep			positive		0.13
half_brother			positive		0.802
half_crosswise			negative		-0.05
half_dozen			negative		-0.03
half_heartedly			negative		-0.74
half_hitch			negative		-0.93
half_hour			positive		0.093
half_hour_documentary		positive		0.762
half_hour_drive			positive		0.034
half_lengthways			negative		-0.05
half_lengthwise			positive		0.039
half_marathon			negative		-0.05
half_mast			positive		0.032
half_naked			positive		0.943
half_timbered_building		positive		0.081
halfback_option			positive		0.819
halfhearted			positive		0.834
halfheartedly			positive		0.929
halfpenny			positive		0.117
halftime			positive		0.904
halftime_support		positive		0.879
halftrack			negative		-0.72
halfway				negative		-0.74
halfway_across			negative		-0.83
halfway_around			negative		-0.83
